RNJ|09247C107|2007-12-20 00:00:00|15.63|15.63|15.38|15.38|1100
RTGV|74973X105|2007-12-20 00:00:00|0.04|0.044|0.035|0.042|28590
PDVP|730439106|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|25598000
POS|148867104|2007-12-20 00:00:00|32.42|32.48|32.41|32.47|2711800
TMEG|89625S106|2007-12-20 00:00:00|0.013|0.014|0.013|0.014|105900
SMAL|866010101|2007-12-20 00:00:00|22.5|22.5|22.5|22.5|1200
SGAS|82935T104|2007-12-20 00:00:00|2.75|3.8|2.75|3.8|700
SLGR|852590207|2007-12-20 00:00:00|0.24|0.24|0.24|0.24|10000
BLKC|09354P107|2007-12-20 00:00:00|0.85|0.85|0.85|0.85|5000
MMTS|625420401|2007-12-20 00:00:00|0.04|0.06|0.04|0.06|700
MGEN|58401X308|2007-12-20 00:00:00|0.0002|0.0003|0.0002|0.0003|6239515
JLHY|46622H103|2007-12-20 00:00:00|1.29|1.38|1.27|1.36|122484
IFMX|45677U100|2007-12-20 00:00:00|0.125|0.125|0.125|0.125|1000
TRGD|87609C105|2007-12-20 00:00:00|0.33|0.35|0.31|0.35|417000
PTBT|732827100|2007-12-20 00:00:00|0.032|0.04|0.03|0.035|334799
NRDS|655555100|2007-12-20 00:00:00|0.9|0.93|0.9|0.91|120212
MYIQ|28164R103|2007-12-20 00:00:00|0.0001|0.0003|0.0001|0.0003|117000
VTSI|92827K103|2007-12-20 00:00:00|0.014|0.014|0.012|0.012|312000
CTBP|190299107|2007-12-20 00:00:00|28.5|28.5|28.5|28.5|315
AXVC|05461A108|2007-12-20 00:00:00|0.65|0.7|0.6|0.67|27255
ARRO|042764100|2007-12-20 00:00:00|45.48|45.5|45.48|45.48|137213
SCII|85857A102|2007-12-20 00:00:00|0.075|0.075|0.075|0.075|8000
DSM|26202F107|2007-12-20 00:00:00|7.82|7.87|7.75|7.76|226900
NPV|67064R102|2007-12-20 00:00:00|13.1499|13.17|13.12|13.16|5700
CVRX|PSEUDO1382462|2007-12-20 00:00:00|0.26|0.26|0.26|0.26|70000
MUS|09254A101|2007-12-20 00:00:00|11.76|11.8|11.71|11.8|63600
KMA|482563103|2007-12-20 00:00:00|6.18|6.2|6.18|6.2|43900
KEF|50063B104|2007-12-20 00:00:00|12.75|12.7699|12.4|12.61|26000
ATIG|04914U100|2007-12-20 00:00:00|0.011|0.011|0.011|0.011|53000
HQH|404052102|2007-12-20 00:00:00|16.25|16.25|15.91|16.11|71200
LPME|517655106|2007-12-20 00:00:00|1.6|1.6|1.5|0.1|2000
BREK|106786106|2007-12-20 00:00:00|0.2|0.22|0.2|0.3|7900
MCN|556582104|2007-12-20 00:00:00|11.1|11.22|10.99|11.02|173200
TEEE|38168R108|2007-12-20 00:00:00|0.77|0.77|0.77|0.77|1661
IIC|\N|2007-12-20 00:00:00|13.38|13.54|13.3|13.54|46100
HYF|561911108|2007-12-20 00:00:00|3.55|3.5988|3.52|3.54|324800
EBS|29089Q105|2007-12-20 00:00:00|4.81|4.91|4.64|4.71|137500
CBRE|13000B108|2007-12-20 00:00:00|0.029|0.03|0.0275|0.03|775000
AGD|02082E106|2007-12-20 00:00:00|21.5|21.55|21.1801|21.4|77900
ZBB|98876R204|2007-12-20 00:00:00|2.09|2.23|2.0|2.15|31100
VPF|920344108|2007-12-20 00:00:00|4.71|4.72|4.52|4.62|3500
SA|811916105|2007-12-20 00:00:00|27.74|27.92|27.0|27.7|173688
UPI|917277204|2007-12-20 00:00:00|4.0|4.1|4.0|4.0499|17900
UDW|91729G301|2007-12-20 00:00:00|0.2|0.25|0.18|0.2099|156500
SEA|85516E107|2007-12-20 00:00:00|14.69|15.3|14.48|14.82|452211
MXM|577913106|2007-12-20 00:00:00|27.01|27.01|27.01|27.01|100
HDP.U|40415K100|2007-12-20 00:00:00|8.29|8.29|8.29|8.29|1000
HCT|422730101|2007-12-20 00:00:00|9.94|9.94|9.94|9.94|1300
GTF|23283B204|2007-12-20 00:00:00|2.6|2.74|1.5501|1.57|392500
FXX|351645106|2007-12-20 00:00:00|2.88|2.9|2.75|2.88|4500
FPI|336918107|2007-12-20 00:00:00|13.65|13.97|13.65|13.9599|47200
FLT|33942T207|2007-12-20 00:00:00|1.85|1.86|1.81|1.81|1100
EIO|\N|2007-12-20 00:00:00|12.73|12.77|12.63|12.71|12600
DRY|19259W107|2007-12-20 00:00:00|19.57|19.82|18.92|19.46|12901
AIM|008015307|2007-12-20 00:00:00|4.45|4.45|4.35|4.36|500
ZRBA|989131107|2007-12-20 00:00:00|4.98|5.6|4.61|5.6|5052
WAYN|94624Q101|2007-12-20 00:00:00|11.1|11.1|11.04|11.04|500
UTMD|917488108|2007-12-20 00:00:00|29.62|29.76|29.27|29.5|2260
THRD|872391107|2007-12-20 00:00:00|26.395|26.395|26.0|26.0|2600
TFIN|87815X109|2007-12-20 00:00:00|15.0|15.0|15.0|15.0|105
TFCO|899040109|2007-12-20 00:00:00|5.8001|6.28|5.7501|5.84|10481
SPNS|N7716A151|2007-12-20 00:00:00|1.5|1.61|1.4812|1.4812|440
SPCHB|849163308|2007-12-20 00:00:00|7.0001|7.2|6.8|7.2|700
SMLC|PSEUDO1402606|2007-12-20 00:00:00|13.0|13.0|12.35|12.5|59513
SGXP|78423C108|2007-12-20 00:00:00|5.12|5.15|5.09|5.09|2100
SENEA|817070501|2007-12-20 00:00:00|24.2|24.2|23.4501|23.8|900
RVEP|767271109|2007-12-20 00:00:00|16.2999|16.3|16.29|16.3|1002
NSPH|63009F105|2007-12-20 00:00:00|12.2|12.2|11.5|12.18|84142
MAYS|578473100|2007-12-20 00:00:00|22.15|22.15|22.15|22.15|200
MASB|576152102|2007-12-20 00:00:00|36.36|36.36|36.36|36.36|480
ISRL|465141406|2007-12-20 00:00:00|44.55|44.55|44.55|44.55|100
HOTJ|44176R106|2007-12-20 00:00:00|0.3506|0.42|0.35|0.41|146175
GFED|40108P101|2007-12-20 00:00:00|28.5|29.0|28.5|29.0|524
EVBS|277196101|2007-12-20 00:00:00|17.13|17.59|17.1|17.25|667
ECBE|268253101|2007-12-20 00:00:00|25.0|25.25|24.92|25.25|3180
EBTC|293668109|2007-12-20 00:00:00|12.95|13.0|12.95|13.0|3100
DUCK|264142100|2007-12-20 00:00:00|29.27|29.5|26.91|29.45|11280
CRXX|20010A103|2007-12-20 00:00:00|4.73|4.73|4.54|4.6|152975
CPBC|204018105|2007-12-20 00:00:00|8.9|9.0|8.6001|8.75|4631
CCFH|12487X104|2007-12-20 00:00:00|12.49|12.49|11.75|11.75|1100
BDMS|091283200|2007-12-20 00:00:00|21.01|21.09|20.0|21.09|11167
XLGI|98374T108|2007-12-20 00:00:00|1.2|1.23|1.13|1.2|21018
AMUG|\N|2007-12-20 00:00:00|0.007|0.0085|0.007|0.0085|96966
AVMD|00764U109|2007-12-20 00:00:00|0.15|0.15|0.15|0.15|250
PNI|\N|2007-12-20 00:00:00|13.37|13.53|13.12|13.47|61800
IPWG|46018A100|2007-12-20 00:00:00|0.0725|0.08|0.07|0.08|971656
CDIF|14146R106|2007-12-20 00:00:00|0.14|0.14|0.14|0.14|5000
TAL|874083108|2007-12-20 00:00:00|22.81|23.48|22.55|23.46|77800
PV|717067102|2007-12-20 00:00:00|91.0|91.0|89.67|89.67|1100
MDSI|55268N100|2007-12-20 00:00:00|0.42|0.42|0.42|0.42|25000
JBSS|800422107|2007-12-20 00:00:00|7.38|7.69|7.31|7.55|35858
IGNE|451695100|2007-12-20 00:00:00|0.012|0.012|0.01|0.012|273000
HFBA|40417C106|2007-12-20 00:00:00|21.0|21.0|21.0|21.0|200
GCCP|37945A107|2007-12-20 00:00:00|0.0004|0.0004|0.0004|0.0004|50000
DUVT|266585108|2007-12-20 00:00:00|0.025|0.025|0.025|0.025|1500
CDSY|230903205|2007-12-20 00:00:00|0.85|0.85|0.85|0.85|2500
ASAT|296054109|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|200
CSIQ|136635109|2007-12-20 00:00:00|26.18|26.72|25.3301|25.73|2211921
BDY|104576103|2007-12-20 00:00:00|19.71|19.75|19.7|19.73|105300
MODH|21075Q108|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|3716
TSC|858603103|2007-12-20 00:00:00|3.26|3.27|3.26|3.27|11900
TMNG|561693102|2007-12-20 00:00:00|2.29|2.48|2.29|2.4499|59692
TW|90130N103|2007-12-20 00:00:00|22.0|22.01|21.98|22.01|163600
PPP|730448107|2007-12-20 00:00:00|59.0|61.09|58.97|60.0|2107568
STTH|86315P103|2007-12-20 00:00:00|0.24|0.24|0.24|0.24|2500
KORH|50062N109|2007-12-20 00:00:00|0.05|0.05|0.05|0.05|100
RCI|759930100|2007-12-20 00:00:00|44.0|44.04|43.17|43.87|211298
VSTA|92839Y109|2007-12-20 00:00:00|7.73|7.73|7.45|7.57|32027
WYPH|946755204|2007-12-20 00:00:00|0.08|0.08|0.03|0.03|9828
PTSI|693149106|2007-12-20 00:00:00|15.65|15.89|15.0|15.7|23105
INVU|46185N109|2007-12-20 00:00:00|0.35|0.6|0.35|0.43|11593
OCLS|67575P108|2007-12-20 00:00:00|3.83|4.2|3.77|4.14|76733
HMIN|43713W107|2007-12-20 00:00:00|35.5|35.5|34.26|35.1|261735
CTIG|126431105|2007-12-20 00:00:00|0.3|0.3|0.3|0.3|2500
SXI|854231107|2007-12-20 00:00:00|18.67|18.75|17.66|18.18|89800
NRP|63900P103|2007-12-20 00:00:00|33.38|33.81|32.39|32.39|53000
MPS|553409103|2007-12-20 00:00:00|10.92|11.14|10.86|11.13|600900
ISE|46031W204|2007-12-20 00:00:00|67.44|67.5|67.43|67.49|1957300
EDO|281347104|2007-12-20 00:00:00|55.99|56.0|55.96|55.99|1138900
CHT|17133Q205|2007-12-20 00:00:00|18.38|18.51|18.15|18.34|1057354
MSN|291087203|2007-12-20 00:00:00|1.33|1.44|1.2501|1.44|13600
AOB|028731107|2007-12-20 00:00:00|10.85|10.96|10.62|10.74|995300
SABA|784932600|2007-12-20 00:00:00|4.82|5.02|4.8|5.0|47167
NMTI|629294109|2007-12-20 00:00:00|5.75|5.79|5.6566|5.7|64733
JMIC|476319108|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|100
LONG|290138205|2007-12-20 00:00:00|7.57|7.73|7.42|7.72|47329
ASHGB|043693308|2007-12-20 00:00:00|235.0|235.0|235.0|235.0|400
BELM|078137106|2007-12-20 00:00:00|5.9|5.97|5.84|5.96|186452
RWF|19248J100|2007-12-20 00:00:00|16.82|16.91|16.26|16.55|284300
PGI|740585104|2007-12-20 00:00:00|13.84|13.89|13.28|13.84|324450
LGCY|524707304|2007-12-20 00:00:00|20.9|21.02|20.5|20.6|43533
NTRN|64125Y200|2007-12-20 00:00:00|0.3|0.3|0.3|0.3|2800
IKGI|45172M108|2007-12-20 00:00:00|0.33|0.35|0.32|0.35|44600
GDI|365558105|2007-12-20 00:00:00|32.98|33.78|32.94|33.77|264250
CYD|G21082105|2007-12-20 00:00:00|9.95|10.15|9.8|10.0|125800
CRY|228903100|2007-12-20 00:00:00|7.52|7.74|7.45|7.67|132900
VSR|925297103|2007-12-20 00:00:00|6.0|6.28|5.95|6.26|49900
TTPY|890088107|2007-12-20 00:00:00|18.17|18.65|17.87|18.65|326263
GMET|37250U201|2007-12-20 00:00:00|5.04|5.05|4.96|5.0|200247
CYCC|98389F309|2007-12-20 00:00:00|5.55|5.55|5.4|5.45|57240
GTHA|37185E207|2007-12-20 00:00:00|0.028|0.028|0.024|0.028|73334
JMP|46629U107|2007-12-20 00:00:00|8.27|8.4|7.91|8.15|56800
EOS|278277108|2007-12-20 00:00:00|17.35|17.36|17.11|17.3|235200
CPK|165303108|2007-12-20 00:00:00|31.39|31.48|31.1|31.28|21700
CHI|128117108|2007-12-20 00:00:00|13.72|14.19|13.53|14.14|448287
ARXT|00635P107|2007-12-20 00:00:00|59.8|59.84|59.47|59.59|1136291
SNTA|87162T206|2007-12-20 00:00:00|6.46|6.49|6.36|6.4|119652
LNGG|\N|2007-12-20 00:00:00|0.35|0.35|0.35|0.35|0
CGPA|194375101|2007-12-20 00:00:00|0.004|0.006|0.004|0.006|30000
TWOC|89336R207|2007-12-20 00:00:00|4.2|4.2|4.2|4.2|1100
SSLV|82935K103|2007-12-20 00:00:00|0.05|0.05|0.05|0.05|100
TRYF|\N|2007-12-20 00:00:00|0.13|0.13|0.13|0.13|10000
EGX|292851102|2007-12-20 00:00:00|7.15|7.15|6.85|6.85|200
MWY|598148104|2007-12-20 00:00:00|2.96|2.96|2.74|2.83|141700
UTYW|913347100|2007-12-20 00:00:00|0.028|0.04|0.028|0.04|122500
SYTE|82980W101|2007-12-20 00:00:00|0.097|0.1125|0.097|0.1125|14000
HOME|43709A101|2007-12-20 00:00:00|11.1|11.34|11.1|11.14|11500
CEN|156779100|2007-12-20 00:00:00|35.93|35.99|35.93|35.94|6647900
EXPE|30212P105|2007-12-20 00:00:00|31.85|32.2|30.97|32.07|4896545
PRS|G72457107|2007-12-20 00:00:00|6.5|6.7|6.19|6.47|186300
ARKN|041268103|2007-12-20 00:00:00|1.375|1.375|1.365|1.37|27992
TUXS|901144105|2007-12-20 00:00:00|3.6|3.6|3.6|3.6|870
ANW|Y0017S102|2007-12-20 00:00:00|36.8|38.0|35.17|36.96|359132
TSYS|87929J103|2007-12-20 00:00:00|3.02|3.45|2.98|3.45|340430
SUNH|866933401|2007-12-20 00:00:00|17.0|17.25|16.74|17.05|940855
RADN|750611402|2007-12-20 00:00:00|9.22|9.34|9.22|9.29|60947
RYI|78375P107|2007-12-20 00:00:00|34.5|34.5|34.48|34.48|2122000
EDLT|272023102|2007-12-20 00:00:00|0.14|0.17|0.14|0.17|1720
RTH|76127U101|2007-12-20 00:00:00|93.18|93.36|91.61|92.7|3659000
OSIR|68827R108|2007-12-20 00:00:00|12.08|12.34|12.0|12.29|52603
NECB|664112109|2007-12-20 00:00:00|11.35|11.52|10.91|11.52|10190
FKYS|320654205|2007-12-20 00:00:00|17.25|17.25|17.25|17.25|500
DORM|749124103|2007-12-20 00:00:00|13.76|13.76|13.56|13.75|9418
CLCT|19421R200|2007-12-20 00:00:00|11.3|11.47|11.3|11.42|21179
BNHNA|082047200|2007-12-20 00:00:00|11.75|11.98|11.67|11.98|178297
TYG|89147L100|2007-12-20 00:00:00|32.15|32.42|31.5|31.87|46300
NIE|65370K100|2007-12-20 00:00:00|21.75|21.9|21.47|21.57|124800
MOH|60855R100|2007-12-20 00:00:00|40.23|40.54|39.21|39.82|177800
KF|500634100|2007-12-20 00:00:00|26.95|26.95|26.5|26.7|80400
IHR|46088S106|2007-12-20 00:00:00|3.65|3.82|3.6|3.81|123300
GCO|371532102|2007-12-20 00:00:00|35.59|35.96|34.61|35.47|471200
CXG|12618H309|2007-12-20 00:00:00|30.43|30.72|30.19|30.71|87400
YORW|987184108|2007-12-20 00:00:00|15.48|15.79|15.45|15.7|3503
SEED|G67828106|2007-12-20 00:00:00|6.22|6.5|5.97|6.37|663344
ONVI|68338T403|2007-12-20 00:00:00|8.35|8.64|8.35|8.64|1400
PAR|PSEUDO1408501|2007-12-20 00:00:00|12.62|12.75|12.4|12.45|199600
MVC|553829102|2007-12-20 00:00:00|16.3|16.37|15.88|15.93|106400
BLGO|09065A100|2007-12-20 00:00:00|0.53|0.6|0.305|0.57|3956
HVAC|713913101|2007-12-20 00:00:00|0.025|0.025|0.02|0.02|10000
DEI|25960P109|2007-12-20 00:00:00|22.92|23.18|22.51|22.7|480900
VGT|92204A702|2007-12-20 00:00:00|59.51|60.3|59.51|60.3|59479
RKH|PSEUDO1000002874|2007-12-20 00:00:00|131.21|132.36|128.9|130.6|1021100
ROSE|777779307|2007-12-20 00:00:00|18.0|18.66|17.9|18.65|339363
GPRE|393222104|2007-12-20 00:00:00|10.6601|11.95|10.66|11.74|23395
GOOD|376536108|2007-12-20 00:00:00|15.9|16.58|15.08|16.27|248787
GEOY|37250W108|2007-12-20 00:00:00|32.4|34.55|32.2701|34.42|460064
FEIM|358010106|2007-12-20 00:00:00|9.33|9.74|9.3175|9.6|6691
EVCI|26926P308|2007-12-20 00:00:00|0.2997|0.329|0.26|0.3|13270
CARE|146102108|2007-12-20 00:00:00|8.95|8.95|8.95|8.95|1000
CRXOF|217557107|2007-12-20 00:00:00|\N|0.1275|0.1075|0.1075|16700
CHPGF|165184102|2007-12-20 00:00:00|\N|7.994|7.8431|7.989|5900
CDOUF|13739Y106|2007-12-20 00:00:00|\N|1.89|1.862|1.865|47900
CAGDF|152006102|2007-12-20 00:00:00|\N|11.0496|11.0484|11.0496|1600
CAIFY|15234Q207|2007-12-20 00:00:00|\N|12.96|12.6|12.65|317528
BDHHY|PSEUDO1000002017|2007-12-20 00:00:00|\N|23.74|23.6|23.74|3500
AWRCF|G0535E106|2007-12-20 00:00:00|\N|4.7|4.7|4.7|125
AUREF|051544104|2007-12-20 00:00:00|\N|6.9662|6.55|6.96|40300
ATUSF|020936100|2007-12-20 00:00:00|\N|27.2165|26.5335|27.053|2000
ARKAY|041232109|2007-12-20 00:00:00|\N|61.75|61.51|61.51|1383
ARGOF|03074G109|2007-12-20 00:00:00|\N|2.233|2.2287|2.233|8800
VTO|928502301|2007-12-20 00:00:00|6.45|6.45|6.26|6.35|11100
ADDYY|00687A107|2007-12-20 00:00:00|\N|34.6|34.15|34.33|19653
ACRFF|PSEUDO1000010174|2007-12-20 00:00:00|\N|75.25|75.25|75.25|100
KELYB|488152307|2007-12-20 00:00:00|25.928|25.928|21.572|21.572|1100
EOD|\N|2007-12-20 00:00:00|16.4|16.45|16.1969|16.24|358500
DJP|06738C778|2007-12-20 00:00:00|55.18|55.25|54.7601|54.99|249600
VGZ|927926204|2007-12-20 00:00:00|4.55|4.88|4.55|4.88|103500
SCMM|784018103|2007-12-20 00:00:00|3.22|3.33|3.2|3.33|3638
NYNY|292052107|2007-12-20 00:00:00|3.52|3.52|3.25|3.33|178343
ICFI|44925C103|2007-12-20 00:00:00|25.57|25.57|24.69|25.12|53112
ENSI|292970100|2007-12-20 00:00:00|56.86|58.0|55.4|58.0|13003
BMTI|09064X101|2007-12-20 00:00:00|17.16|17.49|16.7201|17.25|224606
BBND|089750509|2007-12-20 00:00:00|5.45|5.48|5.18|5.37|177338
ARTX|042682203|2007-12-20 00:00:00|2.25|2.25|2.12|2.2|52284
TSIH|88575P104|2007-12-20 00:00:00|0.02|0.02|0.011|0.011|94805
AHMIQ|02660R107|2007-12-20 00:00:00|0.026|0.026|0.02|0.021|510067
TOPLF|892917303|2007-12-20 00:00:00|0.4|0.4|0.39|0.4|33885
BICV|070072103|2007-12-20 00:00:00|1.7|1.7|1.25|1.5|6000
AMRU|02311Q102|2007-12-20 00:00:00|0.4|0.48|0.4|0.48|18000
UIC|910671106|2007-12-20 00:00:00|80.96|81.2|80.82|80.96|64200
BKUTK|065437204|2007-12-20 00:00:00|360.0|360.0|360.0|360.0|100
PCR|713839108|2007-12-20 00:00:00|46.7|46.7|45.5|46.1|845400
INVB|461833105|2007-12-20 00:00:00|0.99|1.01|0.99|0.99|1898
BURCA|122295108|2007-12-20 00:00:00|14.9|15.0|14.9|15.0|960
TBII|894073105|2007-12-20 00:00:00|0.02|0.05|0.02|0.035|104000
HTX|44841T107|2007-12-20 00:00:00|22.36|22.36|21.94|22.0|124800
FCN|302941109|2007-12-20 00:00:00|57.43|57.8|56.14|57.64|326825
NMI|67062J102|2007-12-20 00:00:00|10.77|10.89|10.53|10.65|13500
CAF|617468103|2007-12-20 00:00:00|50.53|50.98|50.06|50.7|118906
THK|88409N101|2007-12-20 00:00:00|1.27|1.33|1.24|1.33|108600
WGNR|948585104|2007-12-20 00:00:00|0.84|0.84|0.78|0.84|10700
SRSL|78464M106|2007-12-20 00:00:00|5.4|5.48|5.31|5.42|109459
SIRT|82968A105|2007-12-20 00:00:00|14.38|14.38|14.0|14.15|259847
MORN|617700109|2007-12-20 00:00:00|75.78|76.0299|74.02|75.78|157232
IPOFF|460165202|2007-12-20 00:00:00|\N|0.81|0.809|0.73|14000
IFBH|448953109|2007-12-20 00:00:00|21.75|21.75|21.75|21.75|183
DAQCE|22528T103|2007-12-20 00:00:00|0.06|0.07|0.06|0.06|35000
ABCC|000573303|2007-12-20 00:00:00|0.8|0.83|0.79|0.79|15600
APPB|037899101|2007-12-20 00:00:00|25.33|25.5|25.29|25.48|12831439
TEAM|878311109|2007-12-20 00:00:00|11.73|12.0|11.71|12.0|13352
ARTI|042923102|2007-12-20 00:00:00|1.08|1.08|1.0|1.0|200
TACT|892918103|2007-12-20 00:00:00|5.08|5.13|5.08|5.09|25849
SPWR|867652109|2007-12-20 00:00:00|130.89|132.69|127.94|131.63|1855902
SPRD|PSEUDO1287950|2007-12-20 00:00:00|12.35|12.43|12.01|12.1|135530
VOX|92204A884|2007-12-20 00:00:00|73.73|74.53|73.69|74.53|26297
NPTE|661696104|2007-12-20 00:00:00|10.16|10.61|10.16|10.61|834
LUNA|550351100|2007-12-20 00:00:00|8.74|9.25|8.63|8.96|108782
JADE|G55312105|2007-12-20 00:00:00|3.61|4.49|3.61|3.95|1784799
PFBI|74050M105|2007-12-20 00:00:00|12.8501|13.2099|12.2301|13.2099|2400
PATR|70337B102|2007-12-20 00:00:00|89.7|90.12|86.32|89.03|4224
MBLX|591018809|2007-12-20 00:00:00|19.81|20.25|19.5|20.25|59282
CLWR|185385309|2007-12-20 00:00:00|16.0|16.01|14.5|15.3|1429740
DPFD|243723103|2007-12-20 00:00:00|0.006|0.009|0.006|0.009|29295
BOWFF|096631106|2007-12-20 00:00:00|\N|44.527|44.527|44.527|200
AHCI|01923A109|2007-12-20 00:00:00|2.28|2.41|2.2|2.23|73778
HTHXF|419018106|2007-12-20 00:00:00|\N|0.682|0.59|0.682|275400
HCMLF|PSEUDO1000002378|2007-12-20 00:00:00|\N|114.0|111.0|111.0|9700
FRDPF|G6083W109|2007-12-20 00:00:00|\N|3.25|3.22|3.25|11000
FLME|317210102|2007-12-20 00:00:00|0.006|0.006|0.004|0.004|10000
ESHDF|G3122U129|2007-12-20 00:00:00|\N|14.0|14.0|14.0|200
ERIAF|PSEUDO1000003849|2007-12-20 00:00:00|\N|2.386|2.386|3.04|500000
ESIMF|M40990109|2007-12-20 00:00:00|\N|0.0075|0.0075|0.0075|4750
DNKYQ|258006204|2007-12-20 00:00:00|0.0003|0.0003|0.0003|0.0003|250
DAKMF|23423G105|2007-12-20 00:00:00|\N|0.002|0.002|0.002|1818
CRXIF|13650J104|2007-12-20 00:00:00|\N|28.7618|28.7517|28.7517|2800
CRAN|228190104|2007-12-20 00:00:00|0.16|0.16|0.16|0.16|25499
CIAUF|21924X106|2007-12-20 00:00:00|\N|0.06|0.06|0.06|130
CBNL|198675100|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|1000
BOBJF|PSEUDO1000010248|2007-12-20 00:00:00|\N|61.09|61.09|58.0|50000
BLLAF|Q1502G107|2007-12-20 00:00:00|\N|12.25|12.25|12.25|3000
BGST|089896104|2007-12-20 00:00:00|0.005|0.005|0.005|0.005|140
ADVT|00755M603|2007-12-20 00:00:00|0.11|0.11|0.11|0.11|5000
ABSSF|00927V200|2007-12-20 00:00:00|\N|3.5758|3.5758|3.5758|500
AAIAF|046346201|2007-12-20 00:00:00|\N|42.8619|42.86|42.86|100
WAVL|943557108|2007-12-20 00:00:00|0.03|0.03|0.03|0.03|183
IBDI|458404100|2007-12-20 00:00:00|0.001|0.002|0.0007|0.002|328300
YMZBY|984632208|2007-12-20 00:00:00|\N|106.0|106.0|106.0|179
VNLSY|92431M107|2007-12-20 00:00:00|\N|0.35|0.35|0.35|10400
PHW|73935X831|2007-12-20 00:00:00|17.94|18.2|17.93|18.2|3700
BVX|10211F100|2007-12-20 00:00:00|6.22|6.26|6.14|6.15|20700
WSPI|94769V105|2007-12-20 00:00:00|10.5999|10.84|10.52|10.74|156959
WCRX|G9435N108|2007-12-20 00:00:00|17.7|17.73|17.42|17.58|336269
CTDN|140076100|2007-12-20 00:00:00|47.55|47.55|47.55|47.55|1311
CMSB|\N|2007-12-20 00:00:00|10.45|10.5|10.45|10.5|2120
CCCFF|15745J205|2007-12-20 00:00:00|0.04|0.04|0.02|0.0211|99841
SMOD|G82245104|2007-12-20 00:00:00|9.5|10.42|8.85|10.36|2337213
ADOV|\N|2007-12-20 00:00:00|0.3|0.3|0.2|0.25|15300
RAMR|G7368R104|2007-12-20 00:00:00|5.11|5.12|4.95|5.11|364537
OMRI|681989109|2007-12-20 00:00:00|36.7|36.75|35.36|35.7|163009
NXXI|67069V108|2007-12-20 00:00:00|0.73|0.74|0.6911|0.7|126976
LQDT|53635B107|2007-12-20 00:00:00|12.5|12.66|12.013|12.64|119645
OESX|PSEUDO1409375|2007-12-20 00:00:00|21.0|22.14|19.81|19.85|318516
IRBT|462726100|2007-12-20 00:00:00|17.88|17.94|17.17|17.63|142092
TELC|872254107|2007-12-20 00:00:00|0.007|0.007|0.007|0.007|10103
HSTX|\N|2007-12-20 00:00:00|16.66|17.7|16.4591|17.66|135588
POPT|73316R106|2007-12-20 00:00:00|0.0003|0.0004|0.0003|0.0004|3565333
GAIT|515707107|2007-12-20 00:00:00|2.2|2.2|2.15|2.15|17400
ILCI|457673200|2007-12-20 00:00:00|0.04|0.04|0.04|0.04|1666
WSTN|960568103|2007-12-20 00:00:00|0.021|0.021|0.021|0.021|1000
BTOO|090624107|2007-12-20 00:00:00|0.0002|0.0002|0.0002|0.0002|2000
AZTC|05480L101|2007-12-20 00:00:00|0.007|0.007|0.007|0.007|2600
VLLA|92257W106|2007-12-20 00:00:00|0.51|0.51|0.3|0.3|3300
BFBC|082073107|2007-12-20 00:00:00|12.75|12.91|12.75|12.91|2000
AMRB|029326105|2007-12-20 00:00:00|16.92|17.0|16.75|16.75|936
AMAC|027904101|2007-12-20 00:00:00|7.05|7.16|7.0|7.08|9800
ACHN|00448Q201|2007-12-20 00:00:00|4.68|4.83|4.5|4.5|18969
TRTI|893888107|2007-12-20 00:00:00|0.21|0.22|0.21|0.22|5000
SCOM|820017101|2007-12-20 00:00:00|2.98|2.98|2.6|2.91|48300
PTCH|703012302|2007-12-20 00:00:00|0.62|0.65|0.59|0.6|100465
GEEK|46058Y109|2007-12-20 00:00:00|0.72|0.76|0.72|0.76|3900
FNMM|318029105|2007-12-20 00:00:00|0.2|0.21|0.18|0.18|134700
CHSH|16942K102|2007-12-20 00:00:00|0.14|0.14|0.11|0.14|950
CEMI|163572100|2007-12-20 00:00:00|0.36|0.39|0.33|0.35|85650
ADGO|006228100|2007-12-20 00:00:00|2.12|2.2|2.12|2.16|23100
CHWN|161399308|2007-12-20 00:00:00|0.0275|0.0275|0.02|0.025|69200
BRCR|11252N101|2007-12-20 00:00:00|4.85|4.85|4.85|4.85|165000
NQN|67062X101|2007-12-20 00:00:00|12.85|12.94|12.84|12.94|34300
EXTR|30226D106|2007-12-20 00:00:00|3.57|3.65|3.48|3.61|760488
DECC|232860106|2007-12-20 00:00:00|13.41|13.86|13.13|13.83|8041
NIN|61748A197|2007-12-20 00:00:00|8.6501|8.68|8.63|8.64|32600
ARAY|004397105|2007-12-20 00:00:00|15.76|15.88|14.91|15.03|476529
AMKR|031652100|2007-12-20 00:00:00|8.49|8.77|8.46|8.74|2072860
HICKA|428839104|2007-12-20 00:00:00|13.8|13.8|13.8|13.8|200
NHCR|636328106|2007-12-20 00:00:00|0.24|0.25|0.24|0.25|45600
GKNLY|361755606|2007-12-20 00:00:00|\N|5.55|5.55|5.55|2279
HTEC|449020205|2007-12-20 00:00:00|0.08|0.08|0.08|0.08|400
